tellimuse_nr,kuupaev,kliendi_id,kliendi_nimi,kliendi_linn,kliendityyp,toote_nimi,kategooria,tootemark,kampaania_nimi,kampaania_tyyp,liiklusallikas,makseviis,kogus,uhikuhind,muugisumma
1231,2025-09-14,16,Peeter Kuusk,Tallinn,Regular,Sepik,Pagaritoode,Leibur,Partneri sooduskood,partnerkampaania,otsing,Pangalink,2,2.5,5.0
1231,2025-09-14,16,Peeter Kuusk,Tallinn,Regular,Martsipan 100g,Maiustus,Kalev,Partneri sooduskood,partnerkampaania,otsing,Pangalink,4,3.2,12.8
1253,2025-09-14,10,Jaan Rebane,Tallinn,VIP,Juust Gouda,Piimatoode,Valio,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,1,4.5,4.5
1253,2025-09-14,10,Jaan Rebane,Tallinn,VIP,Mineraalvesi 1L,Jook,Vichy,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,6,0.8,4.8
1253,2025-09-14,10,Jaan Rebane,Tallinn,VIP,Kommid assortii,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,7,3.5,24.5
1253,2025-09-14,10,Jaan Rebane,Tallinn,VIP,Kohv filtri 500g,Jook,Paulig,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,6,5.9,35.4
1305,2025-09-14,20,Urmas Tamme,Tallinn,Regular,Kohv filtri 500g,Jook,Paulig,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,3,5.9,17.7
1305,2025-09-14,20,Urmas Tamme,Tallinn,Regular,Kommid assortii,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,3,3.5,10.5
1326,2025-09-14,11,Katrin Ilves,Tartu,Regular,Kohupiim,Piimatoode,Farmi,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,5,1.3,6.5
1326,2025-09-14,11,Katrin Ilves,Tartu,Regular,Kommid assortii,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,1,3.5,3.5
1358,2025-09-14,18,Siim Paju,Tartu,Regular,Piim 2.5%,Piimatoode,Alma,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,7,1.1,7.7
1413,2025-09-14,19,Tiina Hein,Narva,Regular,Juust Gouda,Piimatoode,Valio,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,6,4.5,27.0
1413,2025-09-14,19,Tiina Hein,Narva,Regular,Pirn,Puuvili,FreshFarm,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,3,1.8,5.4
1413,2025-09-14,19,Tiina Hein,Narva,Regular,Kohv filtri 500g,Jook,Paulig,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,6,5.9,35.4
1436,2025-09-14,8,Henri Puu,Parnu,Regular,Coca-Cola 0.5L,Jook,CocaCola,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,1,1.5,1.5
1436,2025-09-14,8,Henri Puu,Parnu,Regular,Piim 2.5%,Piimatoode,Alma,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,1,1.1,1.1
1455,2025-09-14,11,Katrin Ilves,Tartu,Regular,Jogurt maasika,Piimatoode,Alma,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,6,0.9,5.4
1455,2025-09-14,11,Katrin Ilves,Tartu,Regular,Apelsinimahl 1L,Jook,Aura,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,4,2.2,8.8
1455,2025-09-14,11,Katrin Ilves,Tartu,Regular,Kohupiim,Piimatoode,Farmi,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,4,1.3,5.2
1461,2025-09-14,18,Siim Paju,Tartu,Regular,Jogurt maasika,Piimatoode,Alma,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,6,0.9,5.4
1051,2025-09-15,7,Greta Mets,Tallinn,VIP,Juust Gouda,Piimatoode,Valio,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,6,4.5,27.0
1051,2025-09-15,7,Greta Mets,Tallinn,VIP,Pirn,Puuvili,FreshFarm,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,2,1.8,3.6
1051,2025-09-15,7,Greta Mets,Tallinn,VIP,Croissant,Pagaritoode,LaLorraine,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,4,1.2,4.8
1051,2025-09-15,7,Greta Mets,Tallinn,VIP,Sokolaad tume,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,5,2.3,11.5
1053,2025-09-15,14,Nikolai Rand,Parnu,Regular,Kohv filtri 500g,Jook,Paulig,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,4,5.9,23.6
1053,2025-09-15,14,Nikolai Rand,Parnu,Regular,Coca-Cola 0.5L,Jook,CocaCola,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,3,1.5,4.5
1067,2025-09-15,9,Irina Kivi,Viljandi,Regular,Apelsin,Puuvili,TropicBest,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,5,2.0,10.0
1067,2025-09-15,9,Irina Kivi,Viljandi,Regular,Juust Gouda,Piimatoode,Valio,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,2,4.5,9.0
1089,2025-09-15,10,Jaan Rebane,Tallinn,VIP,Kohv filtri 500g,Jook,Paulig,Partneri sooduskood,partnerkampaania,otsing,Mobiilimakse,2,5.9,11.8
1089,2025-09-15,10,Jaan Rebane,Tallinn,VIP,Apelsinimahl 1L,Jook,Aura,Partneri sooduskood,partnerkampaania,otsing,Mobiilimakse,1,2.2,2.2
1102,2025-09-15,11,Katrin Ilves,Tartu,Regular,Coca-Cola 0.5L,Jook,CocaCola,Google Ads brandikampaania,retargeting,facebook,Mobiilimakse,4,1.5,6.0
1111,2025-09-15,9,Irina Kivi,Viljandi,Regular,Apelsinimahl 1L,Jook,Aura,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,5,2.2,11.0
1159,2025-09-15,17,Riina Laas,Viljandi,VIP,Croissant,Pagaritoode,LaLorraine,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,7,1.2,8.4
1159,2025-09-15,17,Riina Laas,Viljandi,VIP,Coca-Cola 0.5L,Jook,CocaCola,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,6,1.5,9.0
1171,2025-09-15,17,Riina Laas,Viljandi,VIP,Kohupiim,Piimatoode,Farmi,Google Ads brandikampaania,retargeting,facebook,Pangalink,8,1.3,10.4
1189,2025-09-15,2,Bob Jones,Tartu,VIP,Banaan,Puuvili,TropicBest,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,7,1.5,10.5
1189,2025-09-15,2,Bob Jones,Tartu,VIP,Pirn,Puuvili,FreshFarm,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,6,1.8,10.8
1207,2025-09-15,14,Nikolai Rand,Parnu,Regular,Piim 2.5%,Piimatoode,Alma,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,6,1.1,6.6
1251,2025-09-15,20,Urmas Tamme,Tallinn,Regular,Apelsinimahl 1L,Jook,Aura,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,4,2.2,8.8
1261,2025-09-15,4,Daniel Kask,Tallinn,VIP,Jogurt maasika,Piimatoode,Alma,Partneri sooduskood,partnerkampaania,otsing,Pangalink,6,0.9,5.4
1265,2025-09-15,6,Franz Saar,Tartu,Regular,Kohv filtri 500g,Jook,Paulig,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,1,5.9,5.9
1265,2025-09-15,6,Franz Saar,Tartu,Regular,Juust Gouda,Piimatoode,Valio,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,1,4.5,4.5
1265,2025-09-15,6,Franz Saar,Tartu,Regular,Kommid assortii,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,2,3.5,7.0
1280,2025-09-15,18,Siim Paju,Tartu,Regular,Pirn,Puuvili,FreshFarm,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,6,1.8,10.8
1311,2025-09-15,4,Daniel Kask,Tallinn,VIP,Saiake kaneeli,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,3,1.0,3.0
1311,2025-09-15,4,Daniel Kask,Tallinn,VIP,Mineraalvesi 1L,Jook,Vichy,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,4,0.8,3.2
1311,2025-09-15,4,Daniel Kask,Tallinn,VIP,Juust Gouda,Piimatoode,Valio,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,4,4.5,18.0
1315,2025-09-15,3,Carla Tamm,Parnu,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,6,1.0,6.0
1315,2025-09-15,3,Carla Tamm,Parnu,Regular,Apelsinimahl 1L,Jook,Aura,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,1,2.2,2.2
1315,2025-09-15,3,Carla Tamm,Parnu,Regular,Kohv filtri 500g,Jook,Paulig,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,2,5.9,11.8
1411,2025-09-15,4,Daniel Kask,Tallinn,VIP,Kringel mooni,Maiustus,Leibur,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,8,2.8,22.4
1411,2025-09-15,4,Daniel Kask,Tallinn,VIP,Pirn,Puuvili,FreshFarm,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,4,1.8,7.2
1439,2025-09-15,19,Tiina Hein,Narva,Regular,Sepik,Pagaritoode,Leibur,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,8,2.5,20.0
1439,2025-09-15,19,Tiina Hein,Narva,Regular,Apelsin,Puuvili,TropicBest,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,1,2.0,2.0
1445,2025-09-15,19,Tiina Hein,Narva,Regular,Sokolaad tume,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,7,2.3,16.1
1445,2025-09-15,19,Tiina Hein,Narva,Regular,Banaan,Puuvili,TropicBest,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,8,1.5,12.0
1463,2025-09-15,8,Henri Puu,Parnu,Regular,Banaan,Puuvili,TropicBest,Avanadala pakkumine,retargeting,google_ads,Mobiilimakse,6,1.5,9.0
1468,2025-09-15,13,Mari Sepp,Tallinn,VIP,Apelsin,Puuvili,TropicBest,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,1,2.0,2.0
1468,2025-09-15,13,Mari Sepp,Tallinn,VIP,Kommid assortii,Maiustus,Kalev,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,2,3.5,7.0
1481,2025-09-15,12,Lauri Ots,Narva,Regular,Martsipan 100g,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,2,3.2,6.4
1062,2025-09-16,1,Alice Smith,Tallinn,Regular,Coca-Cola 0.5L,Jook,CocaCola,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,8,1.5,12.0
1062,2025-09-16,1,Alice Smith,Tallinn,Regular,Juust Gouda,Piimatoode,Valio,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,3,4.5,13.5
1106,2025-09-16,9,Irina Kivi,Viljandi,Regular,Pirn,Puuvili,FreshFarm,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,7,1.8,12.6
1106,2025-09-16,9,Irina Kivi,Viljandi,Regular,Sepik,Pagaritoode,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,6,2.5,15.0
1186,2025-09-16,16,Peeter Kuusk,Tallinn,Regular,Pirn,Puuvili,FreshFarm,Uudiskirja soodustus,uudiskiri,uudiskiri,Mobiilimakse,2,1.8,3.6
1186,2025-09-16,16,Peeter Kuusk,Tallinn,Regular,Mineraalvesi 1L,Jook,Vichy,Uudiskirja soodustus,uudiskiri,uudiskiri,Mobiilimakse,7,0.8,5.6
1206,2025-09-16,8,Henri Puu,Parnu,Regular,Banaan,Puuvili,TropicBest,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,3,1.5,4.5
1296,2025-09-16,4,Daniel Kask,Tallinn,VIP,Apelsin,Puuvili,TropicBest,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,6,2.0,12.0
1296,2025-09-16,4,Daniel Kask,Tallinn,VIP,Piim 2.5%,Piimatoode,Alma,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,8,1.1,8.8
1296,2025-09-16,4,Daniel Kask,Tallinn,VIP,Saiake kaneeli,Pagaritoode,LaLorraine,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,4,1.0,4.0
1296,2025-09-16,4,Daniel Kask,Tallinn,VIP,Croissant,Pagaritoode,LaLorraine,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,8,1.2,9.6
1306,2025-09-16,10,Jaan Rebane,Tallinn,VIP,Martsipan 100g,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,1,3.2,3.2
1306,2025-09-16,10,Jaan Rebane,Tallinn,VIP,Banaan,Puuvili,TropicBest,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,8,1.5,12.0
1306,2025-09-16,10,Jaan Rebane,Tallinn,VIP,Saiake kaneeli,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,3,1.0,3.0
1328,2025-09-16,13,Mari Sepp,Tallinn,VIP,Pirn,Puuvili,FreshFarm,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,1,1.8,1.8
1328,2025-09-16,13,Mari Sepp,Tallinn,VIP,Sokolaad tume,Maiustus,Kalev,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,6,2.3,13.8
1415,2025-09-16,3,Carla Tamm,Parnu,Regular,Coca-Cola 0.5L,Jook,CocaCola,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,8,1.5,12.0
1415,2025-09-16,3,Carla Tamm,Parnu,Regular,Mineraalvesi 1L,Jook,Vichy,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,7,0.8,5.6
1434,2025-09-16,16,Peeter Kuusk,Tallinn,Regular,Pirn,Puuvili,FreshFarm,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,6,1.8,10.8
1434,2025-09-16,16,Peeter Kuusk,Tallinn,Regular,Sai rukkine,Pagaritoode,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,1,1.4,1.4
1500,2025-09-16,5,Eva Lepik,Narva,Regular,Mineraalvesi 1L,Jook,Vichy,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,7,0.8,5.6
1023,2025-09-17,8,Henri Puu,Parnu,Regular,Piim 2.5%,Piimatoode,Alma,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,8,1.1,8.8
1031,2025-09-17,17,Riina Laas,Viljandi,VIP,Juust Gouda,Piimatoode,Valio,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,2,4.5,9.0
1031,2025-09-17,17,Riina Laas,Viljandi,VIP,Pirn,Puuvili,FreshFarm,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,4,1.8,7.2
1035,2025-09-17,9,Irina Kivi,Viljandi,Regular,Kohupiim,Piimatoode,Farmi,Google Ads brandikampaania,retargeting,facebook,Mobiilimakse,3,1.3,3.9
1035,2025-09-17,9,Irina Kivi,Viljandi,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Mobiilimakse,8,1.0,8.0
1035,2025-09-17,9,Irina Kivi,Viljandi,Regular,Croissant,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Mobiilimakse,5,1.2,6.0
1130,2025-09-17,19,Tiina Hein,Narva,Regular,Martsipan 100g,Maiustus,Kalev,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,1,3.2,3.2
1146,2025-09-17,10,Jaan Rebane,Tallinn,VIP,Banaan,Puuvili,TropicBest,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,4,1.5,6.0
1146,2025-09-17,10,Jaan Rebane,Tallinn,VIP,Õun,Puuvili,FreshFarm,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,3,1.2,3.6
1146,2025-09-17,10,Jaan Rebane,Tallinn,VIP,Jogurt maasika,Piimatoode,Alma,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,5,0.9,4.5
1146,2025-09-17,10,Jaan Rebane,Tallinn,VIP,Croissant,Pagaritoode,LaLorraine,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,5,1.2,6.0
1155,2025-09-17,3,Carla Tamm,Parnu,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,5,1.0,5.0
1169,2025-09-17,17,Riina Laas,Viljandi,VIP,Martsipan 100g,Maiustus,Kalev,Partneri sooduskood,partnerkampaania,otsing,Mobiilimakse,1,3.2,3.2
1169,2025-09-17,17,Riina Laas,Viljandi,VIP,Piim 2.5%,Piimatoode,Alma,Partneri sooduskood,partnerkampaania,otsing,Mobiilimakse,8,1.1,8.8
1169,2025-09-17,17,Riina Laas,Viljandi,VIP,Sai rukkine,Pagaritoode,Leibur,Partneri sooduskood,partnerkampaania,otsing,Mobiilimakse,6,1.4,8.4
1179,2025-09-17,18,Siim Paju,Tartu,Regular,Õun,Puuvili,FreshFarm,Avanadala pakkumine,retargeting,google_ads,Pangalink,8,1.2,9.6
1179,2025-09-17,18,Siim Paju,Tartu,Regular,Coca-Cola 0.5L,Jook,CocaCola,Avanadala pakkumine,retargeting,google_ads,Pangalink,1,1.5,1.5
1190,2025-09-17,6,Franz Saar,Tartu,Regular,Apelsinimahl 1L,Jook,Aura,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,3,2.2,6.6
1190,2025-09-17,6,Franz Saar,Tartu,Regular,Banaan,Puuvili,TropicBest,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,2,1.5,3.0
1203,2025-09-17,6,Franz Saar,Tartu,Regular,Martsipan 100g,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Mobiilimakse,6,3.2,19.2
1211,2025-09-17,15,Olga Valk,Tartu,Regular,Pirn,Puuvili,FreshFarm,Partneri sooduskood,partnerkampaania,otsing,Pangalink,8,1.8,14.4
1211,2025-09-17,15,Olga Valk,Tartu,Regular,Coca-Cola 0.5L,Jook,CocaCola,Partneri sooduskood,partnerkampaania,otsing,Pangalink,4,1.5,6.0
1241,2025-09-17,12,Lauri Ots,Narva,Regular,Kommid assortii,Maiustus,Kalev,Facebook retargeting,hooajakampaania,partnerlink,Mobiilimakse,4,3.5,14.0
1248,2025-09-17,5,Eva Lepik,Narva,Regular,Croissant,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Pangalink,7,1.2,8.4
1248,2025-09-17,5,Eva Lepik,Narva,Regular,Apelsinimahl 1L,Jook,Aura,Google Ads brandikampaania,retargeting,facebook,Pangalink,7,2.2,15.4
1248,2025-09-17,5,Eva Lepik,Narva,Regular,Kommid assortii,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Pangalink,4,3.5,14.0
1269,2025-09-17,5,Eva Lepik,Narva,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,7,1.0,7.0
1269,2025-09-17,5,Eva Lepik,Narva,Regular,Sai rukkine,Pagaritoode,Leibur,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,2,1.4,2.8
1331,2025-09-17,10,Jaan Rebane,Tallinn,VIP,Coca-Cola 0.5L,Jook,CocaCola,Avanadala pakkumine,retargeting,google_ads,Pangalink,3,1.5,4.5
1331,2025-09-17,10,Jaan Rebane,Tallinn,VIP,Pirn,Puuvili,FreshFarm,Avanadala pakkumine,retargeting,google_ads,Pangalink,5,1.8,9.0
1353,2025-09-17,2,Bob Jones,Tartu,VIP,Õun,Puuvili,FreshFarm,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,2,1.2,2.4
1353,2025-09-17,2,Bob Jones,Tartu,VIP,Coca-Cola 0.5L,Jook,CocaCola,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,8,1.5,12.0
1353,2025-09-17,2,Bob Jones,Tartu,VIP,Apelsinimahl 1L,Jook,Aura,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,2,2.2,4.4
1353,2025-09-17,2,Bob Jones,Tartu,VIP,Kohupiim,Piimatoode,Farmi,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,3,1.3,3.9
1398,2025-09-17,13,Mari Sepp,Tallinn,VIP,Kohv filtri 500g,Jook,Paulig,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,8,5.9,47.2
1401,2025-09-17,1,Alice Smith,Tallinn,Regular,Juust Gouda,Piimatoode,Valio,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,1,4.5,4.5
1412,2025-09-17,4,Daniel Kask,Tallinn,VIP,Piim 2.5%,Piimatoode,Alma,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,4,1.1,4.4
1412,2025-09-17,4,Daniel Kask,Tallinn,VIP,Martsipan 100g,Maiustus,Kalev,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,6,3.2,19.2
1491,2025-09-17,5,Eva Lepik,Narva,Regular,Sai rukkine,Pagaritoode,Leibur,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,4,1.4,5.6
1050,2025-09-18,1,Alice Smith,Tallinn,Regular,Kringel mooni,Maiustus,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,8,2.8,22.4
1050,2025-09-18,1,Alice Smith,Tallinn,Regular,Sepik,Pagaritoode,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,8,2.5,20.0
1074,2025-09-18,1,Alice Smith,Tallinn,Regular,Mineraalvesi 1L,Jook,Vichy,Avanadala pakkumine,retargeting,google_ads,Mobiilimakse,8,0.8,6.4
1075,2025-09-18,8,Henri Puu,Parnu,Regular,Õun,Puuvili,FreshFarm,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,5,1.2,6.0
1075,2025-09-18,8,Henri Puu,Parnu,Regular,Pirn,Puuvili,FreshFarm,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,4,1.8,7.2
1086,2025-09-18,3,Carla Tamm,Parnu,Regular,Martsipan 100g,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,5,3.2,16.0
1086,2025-09-18,3,Carla Tamm,Parnu,Regular,Kohv filtri 500g,Jook,Paulig,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,1,5.9,5.9
1096,2025-09-18,5,Eva Lepik,Narva,Regular,Apelsin,Puuvili,TropicBest,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,4,2.0,8.0
1096,2025-09-18,5,Eva Lepik,Narva,Regular,Õun,Puuvili,FreshFarm,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,3,1.2,3.6
1163,2025-09-18,13,Mari Sepp,Tallinn,VIP,Sokolaad tume,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,7,2.3,16.1
1163,2025-09-18,13,Mari Sepp,Tallinn,VIP,Pirn,Puuvili,FreshFarm,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,6,1.8,10.8
1170,2025-09-18,4,Daniel Kask,Tallinn,VIP,Juust Gouda,Piimatoode,Valio,Avanadala pakkumine,retargeting,google_ads,Pangalink,5,4.5,22.5
1182,2025-09-18,11,Katrin Ilves,Tartu,Regular,Kohv filtri 500g,Jook,Paulig,Google Ads brandikampaania,retargeting,facebook,Pangalink,3,5.9,17.7
1182,2025-09-18,11,Katrin Ilves,Tartu,Regular,Juust Gouda,Piimatoode,Valio,Google Ads brandikampaania,retargeting,facebook,Pangalink,2,4.5,9.0
1232,2025-09-18,2,Bob Jones,Tartu,VIP,Banaan,Puuvili,TropicBest,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,3,1.5,4.5
1232,2025-09-18,2,Bob Jones,Tartu,VIP,Coca-Cola 0.5L,Jook,CocaCola,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,5,1.5,7.5
1232,2025-09-18,2,Bob Jones,Tartu,VIP,Kohv filtri 500g,Jook,Paulig,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,1,5.9,5.9
1252,2025-09-18,7,Greta Mets,Tallinn,VIP,Kohupiim,Piimatoode,Farmi,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,4,1.3,5.2
1252,2025-09-18,7,Greta Mets,Tallinn,VIP,Kringel mooni,Maiustus,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,5,2.8,14.0
1252,2025-09-18,7,Greta Mets,Tallinn,VIP,Sepik,Pagaritoode,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,3,2.5,7.5
1252,2025-09-18,7,Greta Mets,Tallinn,VIP,Kommid assortii,Maiustus,Kalev,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,4,3.5,14.0
1268,2025-09-18,10,Jaan Rebane,Tallinn,VIP,Mineraalvesi 1L,Jook,Vichy,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,2,0.8,1.6
1268,2025-09-18,10,Jaan Rebane,Tallinn,VIP,Juust Gouda,Piimatoode,Valio,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,2,4.5,9.0
1271,2025-09-18,16,Peeter Kuusk,Tallinn,Regular,Pirn,Puuvili,FreshFarm,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,6,1.8,10.8
1271,2025-09-18,16,Peeter Kuusk,Tallinn,Regular,Kohv filtri 500g,Jook,Paulig,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,2,5.9,11.8
1271,2025-09-18,16,Peeter Kuusk,Tallinn,Regular,Mineraalvesi 1L,Jook,Vichy,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,1,0.8,0.8
1281,2025-09-18,3,Carla Tamm,Parnu,Regular,Coca-Cola 0.5L,Jook,CocaCola,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,1,1.5,1.5
1310,2025-09-18,2,Bob Jones,Tartu,VIP,Apelsin,Puuvili,TropicBest,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,8,2.0,16.0
1310,2025-09-18,2,Bob Jones,Tartu,VIP,Kohupiim,Piimatoode,Farmi,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,5,1.3,6.5
1310,2025-09-18,2,Bob Jones,Tartu,VIP,Croissant,Pagaritoode,LaLorraine,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,6,1.2,7.2
1310,2025-09-18,2,Bob Jones,Tartu,VIP,Banaan,Puuvili,TropicBest,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,2,1.5,3.0
1426,2025-09-18,16,Peeter Kuusk,Tallinn,Regular,Kohupiim,Piimatoode,Farmi,Google Ads brandikampaania,retargeting,facebook,Pangalink,1,1.3,1.3
1426,2025-09-18,16,Peeter Kuusk,Tallinn,Regular,Õun,Puuvili,FreshFarm,Google Ads brandikampaania,retargeting,facebook,Pangalink,2,1.2,2.4
1471,2025-09-18,8,Henri Puu,Parnu,Regular,Kommid assortii,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Pangalink,5,3.5,17.5
1471,2025-09-18,8,Henri Puu,Parnu,Regular,Croissant,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Pangalink,6,1.2,7.2
